,sqft_living,floors,waterfront,viewed_by_buyer,condition,yr_built
12306,1490,2,0.0,0.0,3,1993
12308,960,1,0.0,0.0,4,1955
12309,2253,2,0.0,0.0,3,1957
12310,770,1,0.0,0.0,3,1948
12311,1310,2,0.0,0.0,3,1999
12312,980,1,0.0,0.0,3,1948
12313,1820,2,0.0,0.0,3,1987
12314,3980,2,0.0,0.0,3,2001
12315,3010,2,0.0,0.0,3,1978
12316,1830,2,0.0,0.0,3,1993
12317,2550,1,0.0,0.0,4,1953
12318,800,1,0.0,0.0,4,1944
12320,1810,1,0.0,0.0,3,1958
12321,1810,1,0.0,0.0,3,1958
12322,940,1,0.0,0.0,3,1949
12324,2550,2,0.0,0.0,3,1951
12326,1370,1,0.0,0.0,3,1931
12327,1370,1,0.0,0.0,3,1931
12328,1200,1,0.0,0.0,4,1953
12329,2100,1,0.0,0.0,5,1912
12330,2020,2,0.0,0.0,3,1995
12332,1140,1,0.0,0.0,3,1980
12333,1830,2,0.0,0.0,3,2002
12334,1010,1,0.0,0.0,3,1982
12336,2120,2,0.0,0.0,3,2006
12339,3350,2,0.0,0.0,5,1912
12340,3450,1,0.0,0.0,5,1972
12341,1060,1,0.0,0.0,4,1983
12342,1670,2,0.0,0.0,3,2000
12343,2251,1,0.0,1.0,4,1957
12344,1770,1,0.0,0.0,3,1929
12345,1510,1,0.0,0.0,3,1978
12346,1770,2,0.0,0.0,3,2004
12347,1260,1,0.0,0.0,3,1987
12348,1710,1,0.0,0.0,4,1981
12349,2290,1,0.0,0.0,4,1950
12350,790,1,0.0,0.0,2,1956
12351,1820,2,0.0,0.0,3,1991
12352,3180,1,0.0,0.0,4,1978
12355,2390,2,0.0,0.0,4,1986
12356,2500,2,0.0,0.0,3,2003
12359,1600,1,0.0,1.0,3,1946
12360,1120,1,0.0,0.0,3,1910
12361,1340,1,0.0,0.0,3,1968
12362,1670,1,0.0,0.0,5,1911
12364,2700,1,0.0,0.0,4,1988
12365,910,1,0.0,0.0,3,1973
12366,910,1,0.0,0.0,3,1973
12367,2370,2,0.0,0.0,3,1926
12368,880,2,0.0,0.0,3,1999
12370,1180,1,0.0,0.0,4,1958
12371,1070,1,0.0,0.0,3,1961
12372,1380,2,0.0,0.0,3,1954
12373,2680,1,0.0,0.0,3,1978
12374,2100,1,0.0,0.0,3,1961
12376,920,1,0.0,0.0,2,1928
12377,920,1,0.0,0.0,2,1928
12378,1750,1,0.0,0.0,4,1973
12379,1950,1,0.0,0.0,3,1963
12380,1660,2,0.0,0.0,3,1958
12381,2670,2,0.0,0.0,3,1996
12382,980,1,0.0,0.0,4,1954
12383,1780,2,0.0,0.0,3,1971
12384,2370,2,0.0,0.0,4,1980
12385,1640,1,0.0,0.0,4,1941
12386,2610,1,0.0,0.0,2,1975
12387,2030,1,0.0,0.0,3,1968
12388,2590,1,0.0,0.0,3,1987
12389,1620,1,0.0,0.0,3,1988
12390,2040,1,0.0,0.0,4,1980
12391,810,1,0.0,0.0,3,1948
12392,1270,1,0.0,0.0,5,1969
12393,1470,1,0.0,0.0,3,1986
12394,1720,1,0.0,0.0,4,1984
12395,1320,1,0.0,0.0,3,2004
12396,1358,3,0.0,0.0,3,2007
12397,2070,1,0.0,0.0,4,1964
12398,2910,2,0.0,0.0,4,1968
12399,1370,1,0.0,0.0,3,1970
12400,2340,1,0.0,0.0,5,1924
12401,2290,1,0.0,0.0,5,1940
12402,1650,1,0.0,0.0,3,1955
12403,650,1,0.0,0.0,4,1931
12404,2300,2,0.0,0.0,4,1980
12405,620,1,0.0,0.0,3,1939
12406,620,1,0.0,0.0,3,1939
12407,1400,1,0.0,0.0,3,1954
12408,1800,1,0.0,0.0,3,1947
12409,1300,1,0.0,0.0,3,1968
12410,2360,1,0.0,0.0,4,1962
12411,3320,1,0.0,0.0,3,1963
12412,1480,2,0.0,0.0,4,1949
12414,3740,2,0.0,0.0,3,1990
12415,1360,1,0.0,0.0,4,1980
12416,1210,1,0.0,0.0,3,1941
12418,860,1,0.0,0.0,4,1927
12419,2250,2,0.0,0.0,3,2003
12420,2030,1,0.0,0.0,4,1976
12421,3260,1,0.0,1.0,4,1950
12422,1840,1,0.0,0.0,4,1953
12423,1840,1,0.0,0.0,4,1953
12424,2000,2,0.0,0.0,3,1997
12425,2810,2,0.0,0.0,3,1992
12426,1780,1,0.0,0.0,5,1925
12427,2540,2,0.0,0.0,3,1997
12428,2340,1,0.0,1.0,5,1971
12430,1358,3,0.0,0.0,3,2007
12431,1750,1,0.0,0.0,4,1979
12432,1830,2,0.0,0.0,3,1990
12433,1170,1,0.0,0.0,5,1947
12434,3170,2,0.0,0.0,3,1992
12435,1530,2,0.0,0.0,3,1977
12436,1100,1,0.0,0.0,4,1947
12437,2030,2,0.0,0.0,3,1994
12438,1870,1,0.0,0.0,5,1978
12439,3080,2,0.0,0.0,3,1990
12440,2480,1,0.0,0.0,4,1968
12442,810,1,0.0,0.0,3,1955
12443,3990,2,0.0,0.0,3,2001
12444,1430,3,0.0,0.0,3,2005
12445,2190,2,0.0,0.0,4,1928
12446,2290,2,0.0,0.0,3,1985
12449,2020,1,0.0,0.0,4,1936
12451,2830,2,0.0,0.0,3,2001
12452,1700,1,0.0,0.0,4,1976
12453,1110,1,0.0,0.0,3,1944
12454,2150,1,0.0,0.0,3,1969
12455,2650,2,0.0,0.0,3,1994
12457,2530,2,0.0,0.0,3,1998
12458,1450,1,0.0,0.0,5,1910
12459,2200,2,0.0,0.0,3,2009
12460,1890,1,0.0,0.0,4,1969
12461,1530,1,0.0,0.0,3,1977
12462,1590,1,0.0,0.0,3,1956
12463,2690,2,0.0,0.0,3,1985
12464,990,1,0.0,0.0,3,1972
12465,1300,1,0.0,0.0,4,1976
12466,1720,1,0.0,0.0,4,1909
12467,2080,1,0.0,0.0,3,1958
12468,1840,2,0.0,0.0,3,1994
12470,3560,2,0.0,0.0,3,2003
12471,1640,1,0.0,0.0,3,1930
12472,530,1,0.0,0.0,5,1941
12473,1990,1,0.0,0.0,3,1946
12474,1690,1,0.0,1.0,3,1973
12475,2670,1,0.0,0.0,4,1920
12476,1930,1,0.0,0.0,5,1924
12477,810,1,0.0,0.0,3,1952
12478,1550,1,0.0,0.0,3,1927
12479,2640,2,0.0,0.0,3,1999
12480,2320,2,0.0,0.0,3,2006
12482,2080,1,0.0,0.0,5,1926
12483,2070,1,0.0,0.0,4,1958
12484,800,1,0.0,0.0,4,1944
12485,2040,1,0.0,0.0,4,1977
12486,2830,2,0.0,0.0,3,1993
12487,1480,1,0.0,0.0,3,1920
12488,1810,1,0.0,0.0,3,1978
12489,1970,2,0.0,0.0,3,1924
12490,2650,1,0.0,0.0,3,1905
12492,1400,1,0.0,0.0,3,1981
12493,1580,2,0.0,0.0,3,1985
12494,1800,2,0.0,0.0,4,1987
12495,3360,2,0.0,0.0,3,1963
12496,1510,1,0.0,0.0,4,1975
12498,1610,2,0.0,0.0,4,1990
12499,2470,2,0.0,0.0,3,2004
12500,1200,1,0.0,0.0,3,1977
12501,1260,1,0.0,0.0,4,1949
12502,920,1,0.0,0.0,4,1914
12503,2540,1,0.0,0.0,4,1953
12504,1870,1,0.0,0.0,3,2005
12506,1950,2,0.0,0.0,3,1994
12507,1730,2,0.0,0.0,4,1983
12509,1490,1,0.0,0.0,4,1947
12510,2040,2,0.0,0.0,3,1996
12511,2690,2,0.0,0.0,3,2004
12512,1610,2,0.0,0.0,4,1993
12513,2520,1,0.0,0.0,4,1906
12514,1550,1,0.0,0.0,4,1959
12516,1170,1,0.0,0.0,4,1948
12517,900,1,0.0,0.0,3,1979
12518,2800,1,0.0,0.0,4,1977
12519,1830,1,0.0,0.0,4,1909
12520,1380,1,0.0,0.0,4,1915
12521,1990,1,0.0,0.0,3,1978
12522,1170,2,0.0,0.0,3,2010
12523,1400,1,0.0,0.0,4,1935
12524,2620,1,0.0,0.0,4,1962
12525,880,1,0.0,0.0,3,1978
12526,2260,1,0.0,0.0,3,1965
12527,1300,1,0.0,0.0,3,1958
12528,1450,1,0.0,0.0,3,1983
12529,1110,1,0.0,0.0,3,1904
12530,1890,1,0.0,1.0,3,1963
12531,1100,2,0.0,0.0,3,2007
12532,1350,1,0.0,0.0,3,1939
12533,3020,1,0.0,0.0,5,1968
12534,730,1,0.0,0.0,3,1928
12535,1390,1,0.0,0.0,4,1913
12536,2710,1,0.0,0.0,3,1980
12537,1530,1,0.0,0.0,3,1981
12538,2170,1,0.0,0.0,5,1919
12539,790,1,0.0,0.0,3,1973
12540,1160,1,0.0,0.0,4,1941
12541,1080,1,0.0,0.0,4,1955
12542,2190,1,0.0,0.0,4,1967
12543,2030,2,0.0,0.0,3,1988
12544,2480,2,0.0,0.0,3,1979
12545,2240,1,0.0,0.0,3,1966
12546,1650,1,0.0,0.0,3,1978
12548,2790,2,0.0,0.0,3,1988
12550,2550,1,0.0,0.0,3,1964
12551,2880,1,0.0,0.0,3,1989
12552,2090,1,0.0,0.0,3,1907
12553,740,1,0.0,0.0,4,1952
12554,960,1,0.0,0.0,4,1946
12555,2100,2,0.0,0.0,5,2005
12556,2540,2,0.0,0.0,3,2003
12557,1650,1,0.0,0.0,5,1963
12558,770,1,0.0,0.0,4,1910
12559,2280,1,0.0,0.0,5,1977
12560,1660,1,0.0,0.0,5,1922
12561,2020,1,0.0,0.0,4,1946
12562,970,1,0.0,0.0,3,1968
12563,2480,2,0.0,0.0,3,2002
12564,1250,1,0.0,0.0,3,1968
12566,740,1,0.0,0.0,3,1923
12567,710,1,0.0,0.0,3,1943
12568,1970,1,0.0,0.0,3,1961
12569,820,1,0.0,0.0,3,1939
12570,1000,1,0.0,0.0,4,1918
12571,3080,2,0.0,0.0,3,1997
12572,2410,2,0.0,0.0,4,1973
12573,2370,2,0.0,0.0,3,1993
12575,2280,1,0.0,0.0,3,2002
12576,1530,1,0.0,0.0,3,1942
12577,3610,2,0.0,0.0,4,1989
12578,1740,1,0.0,0.0,5,1923
12580,3130,1,0.0,0.0,3,1953
12581,3940,2,0.0,0.0,3,2007
12582,2200,1,0.0,0.0,3,1944
12583,1510,1,0.0,0.0,4,1955
12584,1560,2,0.0,0.0,4,1980
12585,1870,2,0.0,0.0,3,2008
12586,2070,1,0.0,0.0,3,1979
12587,1660,1,0.0,0.0,3,1981
12588,2010,1,0.0,0.0,3,1978
12589,1410,1,0.0,0.0,4,1961
12590,1820,1,0.0,0.0,4,1967
12591,2560,2,0.0,0.0,4,1989
12594,2210,2,0.0,0.0,4,1985
12595,2630,2,0.0,0.0,3,2008
12598,1200,1,0.0,0.0,4,1961
12599,1210,1,0.0,0.0,3,1904
12600,1290,1,0.0,0.0,4,1966
12602,3360,2,0.0,0.0,3,1997
12603,2660,1,0.0,0.0,3,1948
12604,770,1,0.0,0.0,3,1946
12605,1800,2,0.0,0.0,3,1985
12606,2900,1,0.0,0.0,4,1959
12607,1430,1,0.0,0.0,5,1945
12608,2550,2,0.0,0.0,3,1989
12609,1310,1,0.0,0.0,3,1957
12610,1430,1,0.0,0.0,4,1956
12611,1880,1,0.0,0.0,3,1974
12612,1600,2,0.0,0.0,3,2005
12613,1760,1,0.0,0.0,3,1996
12614,1180,2,0.0,0.0,3,2005
12615,2330,2,0.0,0.0,4,1980
12616,1960,1,0.0,0.0,4,1962
12617,1140,1,0.0,0.0,2,1944
12618,1400,1,0.0,0.0,4,1957
12619,2710,1,0.0,0.0,3,1955
12620,3510,2,0.0,0.0,3,1998
12621,910,1,0.0,0.0,3,1917
12622,2090,1,0.0,0.0,3,1977
12623,1410,1,0.0,0.0,4,1985
12624,3050,2,0.0,0.0,3,1990
12625,2010,1,0.0,1.0,4,1950
12627,1270,1,0.0,0.0,4,1959
12628,1670,1,0.0,0.0,4,1961
12629,1800,2,0.0,0.0,3,2001
12630,1640,1,0.0,0.0,4,1926
12631,1740,1,0.0,0.0,4,1963
12632,1600,1,0.0,0.0,4,1964
12633,1280,1,0.0,0.0,3,1905
12634,1480,1,0.0,0.0,4,1947
12635,1980,2,0.0,0.0,3,2003
12637,900,1,0.0,0.0,3,1984
12639,2840,1,0.0,0.0,3,1952
12640,2490,2,0.0,0.0,3,2005
12641,1510,1,0.0,0.0,3,2006
12642,2900,2,0.0,0.0,4,1994
12643,2240,2,0.0,0.0,3,1995
12645,1460,1,0.0,0.0,3,1972
12646,990,1,0.0,0.0,4,1962
12647,1970,1,0.0,0.0,5,1960
12648,2660,2,0.0,0.0,3,2001
12649,870,1,0.0,0.0,4,1957
12650,1740,2,0.0,0.0,3,1990
12651,2290,2,0.0,0.0,3,2004
12652,2170,1,0.0,0.0,3,1977
12653,2040,1,0.0,0.0,3,1958
12654,1770,1,0.0,0.0,3,1958
12657,2270,1,0.0,0.0,3,1975
12658,1390,1,0.0,0.0,4,1928
12659,1530,1,0.0,0.0,3,1988
12660,1430,1,0.0,0.0,3,1921
12661,2030,1,0.0,0.0,3,1988
12662,2390,2,0.0,0.0,3,2003
12663,2540,1,0.0,0.0,4,1979
12664,1890,1,0.0,0.0,3,1962
12665,1870,2,0.0,0.0,3,1986
12666,1780,1,0.0,0.0,3,1953
12667,1610,1,0.0,0.0,3,1978
12668,1420,2,0.0,0.0,3,1990
12670,1820,2,0.0,0.0,3,1947
12671,1620,1,0.0,0.0,3,1968
12672,870,1,0.0,0.0,3,1948
12673,1830,1,0.0,0.0,2,1962
12674,2290,1,0.0,0.0,4,1967
12675,1110,1,0.0,0.0,4,1967
12676,1440,1,0.0,0.0,3,1906
12678,2440,1,0.0,0.0,5,1961
12679,2410,2,0.0,0.0,3,1974
12680,2270,2,0.0,0.0,3,2002
12681,2340,1,0.0,0.0,3,1960
12682,1800,2,0.0,0.0,3,1983
12683,2210,1,0.0,0.0,4,1977
12684,1820,1,0.0,0.0,3,1977
12685,1190,1,0.0,0.0,3,1955
12686,1400,1,0.0,0.0,4,1986
12687,2600,2,0.0,0.0,3,2003
12688,910,1,0.0,0.0,4,1905
12690,860,1,0.0,0.0,4,1909
12691,2310,1,0.0,0.0,3,1968
12693,2460,1,0.0,0.0,5,1955
12694,1020,1,0.0,0.0,3,1933
12695,1670,2,0.0,0.0,3,2000
12696,790,1,0.0,0.0,4,1941
12697,2010,2,0.0,0.0,3,1952
12698,2600,2,0.0,0.0,3,1999
12699,1890,1,0.0,0.0,3,1967
12701,2008,1,0.0,0.0,3,1992
12702,880,1,0.0,0.0,3,1950
12703,1700,1,0.0,0.0,4,1955
12704,1730,1,0.0,0.0,3,1994
12705,3910,2,0.0,0.0,4,1987
12706,2160,2,0.0,0.0,3,1999
12707,1200,1,0.0,0.0,5,1975
12709,1320,1,0.0,0.0,3,1983
12710,1280,1,0.0,0.0,3,1951
12711,1100,1,0.0,0.0,4,1913
12712,2170,2,0.0,0.0,3,1995
12713,2720,2,0.0,0.0,4,1977
12714,2520,2,0.0,0.0,3,2014
12715,2560,1,0.0,0.0,3,1911
12716,2650,2,0.0,0.0,3,1979
12717,2870,2,0.0,0.0,3,2008
12718,1230,1,0.0,0.0,3,1920
12719,1450,1,0.0,0.0,4,1953
12720,3180,2,0.0,0.0,3,2012
12721,1800,1,0.0,0.0,3,1945
12722,2020,2,0.0,0.0,2,1966
12723,620,1,0.0,0.0,3,1926
12725,1980,1,0.0,0.0,3,1977
12726,2970,1,0.0,0.0,3,1979
12727,2270,2,0.0,0.0,3,2006
12729,1520,1,0.0,0.0,2,1961
12730,2080,1,0.0,0.0,4,1924
12732,2180,1,0.0,0.0,3,1950
12733,1780,1,0.0,0.0,4,1951
12734,1370,2,0.0,0.0,3,1930
12736,1490,1,0.0,0.0,4,1956
12737,1800,1,0.0,0.0,3,2002
12738,1760,1,0.0,0.0,3,1958
12739,1770,1,0.0,0.0,3,1967
12740,2910,1,0.0,0.0,3,1998
12742,2520,1,0.0,0.0,3,1957
12743,3190,2,0.0,0.0,3,1988
12744,540,1,0.0,0.0,3,1905
12745,3170,2,0.0,0.0,3,2000
12746,1830,1,0.0,0.0,3,1957
12747,1360,1,0.0,0.0,3,1936
12748,1870,2,0.0,0.0,3,1978
12749,1370,2,0.0,0.0,4,1982
12750,1700,1,0.0,0.0,5,1972
12751,1960,1,0.0,0.0,3,1900
12753,1290,1,0.0,0.0,4,1941
12754,2460,2,0.0,0.0,3,2006
12755,1580,1,0.0,0.0,3,1967
12756,700,1,0.0,0.0,3,1954
12758,2180,1,0.0,0.0,5,1962
12759,1950,1,0.0,0.0,4,1969
12760,2630,2,0.0,0.0,3,1996
12761,2050,2,0.0,0.0,4,1973
12762,790,1,0.0,0.0,2,1944
12763,1070,1,0.0,0.0,3,1900
12765,2320,2,0.0,0.0,3,1987
12766,2670,2,0.0,0.0,4,1989
12767,700,1,0.0,0.0,5,1952
12768,860,1,0.0,0.0,3,1960
12769,3490,1,0.0,0.0,4,1976
12771,3650,2,0.0,0.0,3,1996
12772,1550,1,0.0,0.0,5,1957
12773,2620,2,0.0,0.0,4,1974
12774,720,1,0.0,0.0,3,1947
12775,1380,1,0.0,0.0,4,1982
12776,1170,1,0.0,0.0,4,1942
12777,1170,1,0.0,0.0,4,1969
12778,1630,1,0.0,0.0,3,1947
12779,1890,1,0.0,0.0,3,1967
12780,1010,1,0.0,0.0,4,1959
12781,2040,1,0.0,0.0,4,1974
12782,4080,2,0.0,0.0,3,1998
12783,1270,1,0.0,0.0,5,1955
12784,790,1,0.0,0.0,3,1953
12785,2580,2,0.0,0.0,3,1999
12786,2290,2,0.0,0.0,3,1996
12787,3490,2,0.0,0.0,3,2003
12788,1510,1,0.0,0.0,3,1976
12789,2400,2,0.0,0.0,3,2004
12790,900,1,0.0,0.0,5,1905
12791,1270,1,0.0,0.0,4,1949
12792,1050,1,0.0,0.0,5,1907
12793,2950,2,0.0,0.0,3,2004
12794,1850,1,0.0,0.0,3,1929
12795,1970,2,0.0,0.0,4,2003
12796,2400,2,0.0,0.0,3,1978
12797,2360,1,0.0,0.0,5,1926
12798,1580,1,0.0,0.0,3,1963
12799,1790,1,0.0,0.0,5,1937
12801,1970,2,0.0,0.0,3,1989
12802,1780,1,0.0,0.0,3,1990
12803,3920,1,0.0,0.0,5,1910
12804,1550,2,0.0,0.0,3,2005
12806,1270,1,0.0,0.0,5,1949
12807,3040,1,0.0,0.0,4,1963
12809,1110,1,0.0,0.0,5,1942
12810,800,1,0.0,0.0,3,1964
12811,680,1,0.0,0.0,3,1952
12812,1680,1,0.0,0.0,3,1949
12814,2780,1,0.0,0.0,3,1964
12815,2000,2,0.0,0.0,4,1992
12816,3150,2,0.0,0.0,3,2001
12817,1120,1,0.0,0.0,3,1988
12818,1740,1,0.0,0.0,3,1961
12819,2970,1,0.0,0.0,3,1967
12820,2970,1,0.0,0.0,3,1967
12821,1150,1,0.0,0.0,4,1908
12822,1190,1,0.0,0.0,3,1941
12823,900,1,0.0,0.0,3,1946
12824,2950,2,0.0,0.0,3,2001
12825,1990,1,0.0,0.0,3,1964
12826,1020,1,0.0,0.0,4,1900
12827,2070,2,0.0,0.0,3,2001
12828,1430,3,0.0,0.0,3,2002
12829,2030,2,0.0,0.0,3,1997
12830,1620,2,0.0,0.0,4,1900
12833,3830,2,0.0,0.0,3,2001
12834,2390,1,0.0,0.0,3,1984
12835,1440,1,0.0,0.0,3,1982
12836,910,1,0.0,0.0,2,1910
12837,1550,1,0.0,0.0,4,1964
12838,2380,1,0.0,0.0,4,1976
12839,2060,1,0.0,0.0,4,1988
12840,1880,2,0.0,0.0,3,1981
12842,2360,2,0.0,0.0,5,1964
12843,1970,1,0.0,0.0,4,1979
12844,1040,1,0.0,0.0,3,1948
12845,1420,2,0.0,0.0,3,1987
12846,2290,2,0.0,0.0,3,2003
12847,1530,1,0.0,0.0,3,1974
12849,3680,1,0.0,0.0,4,1970
12850,920,1,0.0,0.0,4,1969
12852,1590,2,0.0,0.0,3,2000
12853,1600,2,0.0,0.0,3,1991
12854,1510,1,0.0,0.0,3,1974
12855,1080,1,0.0,0.0,3,1967
12856,1330,1,0.0,0.0,4,1916
12857,850,1,0.0,0.0,3,1948
12858,1960,1,0.0,0.0,4,1958
12860,1530,1,0.0,0.0,3,1948
12861,1320,1,0.0,0.0,3,1956
12862,2320,2,0.0,0.0,3,1976
12863,960,1,0.0,0.0,3,1955
12864,2040,2,0.0,0.0,4,1996
12865,1080,1,0.0,0.0,3,1944
12866,2020,1,0.0,0.0,4,1926
12867,1780,1,0.0,0.0,3,1980
12868,1140,1,0.0,0.0,3,1931
12869,1610,1,0.0,0.0,4,1917
12870,1440,1,0.0,0.0,4,1961
12873,1890,1,0.0,0.0,4,1950
12874,2240,2,0.0,0.0,3,2003
12875,760,1,0.0,0.0,3,1910
12876,1020,1,0.0,0.0,3,1948
12877,1330,1,0.0,0.0,3,1956
12878,2780,1,0.0,0.0,4,1968
12879,1070,1,0.0,0.0,3,1962
12880,2660,1,0.0,0.0,4,1962
12881,710,1,0.0,0.0,5,1942
12882,3340,2,0.0,0.0,4,1975
12883,1160,1,0.0,0.0,4,1916
12884,2840,1,0.0,0.0,3,1967
12885,2000,1,0.0,0.0,3,1946
12886,1060,1,0.0,0.0,3,1981
12887,1730,1,0.0,0.0,3,1964
12889,1660,1,0.0,0.0,3,1974
12890,2210,2,0.0,0.0,3,1989
12891,870,1,0.0,0.0,4,1942
12892,3100,2,0.0,0.0,3,2010
12895,1040,1,0.0,0.0,4,1924
12896,1650,1,0.0,0.0,4,1960
12897,1010,1,0.0,0.0,2,1924
12898,4020,2,0.0,0.0,3,1987
12899,2166,2,0.0,0.0,3,2013
12900,1880,1,0.0,0.0,3,1997
12901,2260,1,0.0,0.0,4,1947
12902,2010,1,0.0,0.0,3,1986
12903,3330,2,0.0,0.0,3,2001
12904,1520,1,0.0,0.0,3,1954
12907,1460,1,0.0,0.0,3,1971
12908,1460,1,0.0,0.0,3,1971
12909,1650,1,0.0,0.0,4,1977
12911,3510,2,0.0,0.0,3,1997
12912,2120,2,0.0,0.0,3,1985
12913,1780,2,0.0,0.0,3,1996
12914,2000,1,0.0,0.0,4,1968
12915,1300,1,0.0,0.0,3,1956
12917,1790,1,0.0,0.0,3,1980
12918,1910,1,0.0,0.0,3,1971
12920,2620,1,0.0,0.0,3,1976
12921,1440,1,0.0,0.0,4,1942
12923,2340,2,0.0,0.0,3,1990
12924,2070,2,0.0,0.0,3,1999
12925,2160,1,0.0,0.0,4,1968
12926,2090,1,0.0,0.0,5,1931
12927,2040,2,0.0,0.0,4,1963
12928,1950,1,0.0,0.0,3,1986
12929,1200,1,0.0,0.0,5,1957
12931,1360,2,0.0,0.0,3,2007
12932,1500,1,0.0,0.0,3,1955
12933,1300,1,0.0,0.0,3,1939
12934,1140,1,0.0,0.0,4,1968
12935,2930,2,0.0,0.0,3,2005
12936,2140,2,0.0,0.0,3,1986
12939,1950,1,0.0,0.0,3,1979
12940,1910,1,0.0,0.0,3,1975
12941,820,1,0.0,0.0,5,1918
12942,1470,1,0.0,0.0,3,1985
12943,1470,1,0.0,0.0,3,1985
12944,1060,1,0.0,0.0,3,1962
12945,3130,2,0.0,0.0,3,2014
12946,1260,1,0.0,0.0,3,1957
12947,2200,2,0.0,0.0,3,1987
12949,1350,2,0.0,0.0,3,2007
12950,1350,1,0.0,0.0,3,1985
12951,2290,1,0.0,0.0,4,1973
12952,1220,1,0.0,0.0,4,1954
12953,2750,1,0.0,0.0,2,1958
12954,1430,1,0.0,0.0,3,1959
12955,2220,2,0.0,0.0,3,2001
12956,1490,1,0.0,0.0,3,1946
12957,2440,2,0.0,0.0,4,1974
12958,2070,2,0.0,0.0,4,1990
12959,1500,1,0.0,0.0,5,1900
12960,2020,2,0.0,0.0,4,1984
12962,780,1,0.0,0.0,4,1958
12963,1220,1,0.0,0.0,4,1921
12964,1840,1,0.0,0.0,4,1970
12966,3710,1,0.0,0.0,3,2005
12967,750,1,0.0,0.0,3,1919
12968,2110,1,0.0,0.0,3,1966
12969,1020,1,0.0,0.0,4,1922
12970,3080,2,0.0,0.0,3,2006
12971,900,1,0.0,0.0,3,1969
12973,940,1,0.0,0.0,3,1959
12974,1040,1,0.0,0.0,3,1959
12975,1000,1,0.0,0.0,4,1943
12976,2080,2,0.0,0.0,3,1989
12978,1050,1,0.0,0.0,5,1955
12979,1620,1,0.0,0.0,3,1973
12980,1610,1,0.0,0.0,3,1959
12981,2130,2,0.0,0.0,4,1920
12982,1460,2,0.0,0.0,3,1989
12983,1600,1,0.0,0.0,5,1962
12984,1730,3,0.0,0.0,3,1985
12985,2280,2,0.0,0.0,3,2003
12986,2430,2,0.0,0.0,3,1983
12987,1380,1,0.0,0.0,4,1963
12988,1790,1,0.0,0.0,4,1903
12989,3370,2,0.0,0.0,3,1999
12990,2920,1,0.0,0.0,3,1956
12991,2180,1,0.0,0.0,4,1947
12992,1480,1,0.0,0.0,4,1926
12994,2440,2,0.0,0.0,3,1983
12995,1350,2,0.0,0.0,3,2007
12996,1970,2,0.0,0.0,3,1997
12997,1110,1,0.0,0.0,3,1951
12998,2950,2,0.0,0.0,3,2007
12999,2970,2,0.0,0.0,3,1999
13000,720,1,0.0,0.0,4,1943
13001,770,1,0.0,0.0,4,1929
13002,1650,1,0.0,0.0,3,1964
13003,1620,1,0.0,0.0,3,1969
13004,1510,1,0.0,0.0,3,1947
13005,1070,1,0.0,0.0,5,1951
13006,1010,1,0.0,0.0,3,1957
13008,2000,2,0.0,0.0,3,2003
13009,2060,2,0.0,0.0,3,1987
13010,1740,1,0.0,0.0,3,1978
13011,1740,1,0.0,0.0,3,1978
13012,1880,2,0.0,0.0,3,1994
13013,960,1,0.0,0.0,3,1972
13015,1570,1,0.0,0.0,4,1914
13016,2990,2,0.0,0.0,3,2004
13017,1250,1,0.0,0.0,5,1968
13018,1920,2,0.0,0.0,3,2005
13019,2470,2,0.0,0.0,3,1993
13020,960,1,0.0,0.0,3,1951
13021,940,1,0.0,0.0,3,1947
13022,1260,1,0.0,0.0,4,1968
13024,1740,1,0.0,0.0,3,1958
13025,2630,1,0.0,0.0,4,1976
13026,2430,1,0.0,0.0,3,1953
13029,2580,1,0.0,0.0,3,1986
13030,730,1,0.0,0.0,3,1950
13031,760,1,0.0,0.0,3,1913
13032,1740,1,0.0,0.0,3,1950
13033,3420,2,0.0,0.0,3,2000
13034,2240,1,0.0,0.0,3,1966
13035,1920,2,0.0,0.0,4,1907
13036,2020,1,0.0,0.0,4,1979
13037,1880,1,0.0,0.0,3,1955
13039,3990,2,0.0,0.0,3,1991
13040,1390,1,0.0,0.0,3,1941
13041,1230,1,0.0,0.0,4,1984
13042,2940,2,0.0,0.0,3,1992
13043,2190,2,0.0,0.0,3,1935
13044,640,1,0.0,0.0,2,1920
13045,1670,1,0.0,0.0,3,1974
13046,1240,1,0.0,0.0,4,1967
13047,1850,1,0.0,0.0,3,1937
13048,2020,1,0.0,0.0,4,1961
13049,1020,1,0.0,0.0,3,1944
13050,1610,1,0.0,0.0,4,1974
13051,2730,1,0.0,0.0,3,1989
13052,2840,1,0.0,0.0,4,1913
13053,1290,2,0.0,0.0,4,1906
13054,1670,1,0.0,0.0,4,1977
13056,2460,1,0.0,0.0,5,1909
13057,1660,1,0.0,0.0,4,1978
13060,2240,1,0.0,0.0,3,1961
13061,2340,2,0.0,0.0,5,1965
13062,1920,1,0.0,0.0,5,1924
13063,2460,1,0.0,0.0,4,1929
13064,1470,1,0.0,0.0,3,1950
13065,3400,2,0.0,0.0,3,2001
13066,1910,1,0.0,0.0,3,1979
13067,1400,1,0.0,0.0,4,1901
13068,1520,1,0.0,0.0,3,1983
13069,930,1,0.0,0.0,3,1939
13070,2340,2,0.0,0.0,3,1918
13071,2920,3,0.0,0.0,3,2008
13072,1270,1,0.0,0.0,4,1967
13073,2450,1,0.0,0.0,3,1979
